START DATE,START TIME,START TIME ET,SUBJECT,LOCATION,DESCRIPTION,END DATE,END DATE ET,END TIME,END TIME ET,REMINDER OFF,REMINDER ON,REMINDER DATE,REMINDER TIME,REMINDER TIME ET,SHOWTIMEAS FREE,SHOWTIMEAS BUSY
02/25/18,01:05 PM,01:05 PM,Braves at Nationals,FITTEAM Ballpark of the Palm Beaches - West Palm Beach,"Local TV: MASN ----- Local Radio: 106.7 The Fan",02/25/18,02/25/18,04:05 PM,04:05 PM,FALSE,TRUE,02/25/18,12:05 PM,12:05 PM,FREE,BUSY
02/26/18,01:05 PM,01:05 PM,Nationals at Braves,Champion Stadium - Lake Buena Vista,"",02/26/18,02/26/18,04:05 PM,04:05 PM,FALSE,TRUE,02/26/18,12:05 PM,12:05 PM,FREE,BUSY
02/27/18,01:05 PM,01:05 PM,Marlins at Nationals,FITTEAM Ballpark of the Palm Beaches - West Palm Beach,"",02/27/18,02/27/18,04:05 PM,04:05 PM,FALSE,TRUE,02/27/18,12:05 PM,12:05 PM,FREE,BUSY
02/28/18,01:05 PM,01:05 PM,Nationals at Marlins,Roger Dean Stadium - Jupiter,"",02/28/18,02/28/18,04:05 PM,04:05 PM,FALSE,TRUE,02/28/18,12:05 PM,12:05 PM,FREE,BUSY
03/01/18,01:05 PM,01:05 PM,Nationals at Braves,Champion Stadium - Lake Buena Vista,"",03/01/18,03/01/18,04:05 PM,04:05 PM,FALSE,TRUE,03/01/18,12:05 PM,12:05 PM,FREE,BUSY
03/02/18,01:10 PM,01:10 PM,Nationals at Mets,First Data Field - Port St. Lucie,"",03/02/18,03/02/18,04:10 PM,04:10 PM,FALSE,TRUE,03/02/18,12:10 PM,12:10 PM,FREE,BUSY
03/03/18,01:05 PM,01:05 PM,Nationals at Astros,FITTEAM Ballpark of the Palm Beaches - West Palm Beach,"",03/03/18,03/03/18,04:05 PM,04:05 PM,FALSE,TRUE,03/03/18,12:05 PM,12:05 PM,FREE,BUSY
03/04/18,01:05 PM,01:05 PM,Tigers at Nationals,FITTEAM Ballpark of the Palm Beaches - West Palm Beach,"Local Radio: 106.7 The Fan",03/04/18,03/04/18,04:05 PM,04:05 PM,FALSE,TRUE,03/04/18,12:05 PM,12:05 PM,FREE,BUSY
03/04/18,01:10 PM,01:10 PM,Nationals at Mets,First Data Field - Port St. Lucie,"",03/04/18,03/04/18,04:10 PM,04:10 PM,FALSE,TRUE,03/04/18,12:10 PM,12:10 PM,FREE,BUSY
03/05/18,01:05 PM,01:05 PM,Nationals at Cardinals,Roger Dean Stadium - Jupiter,"",03/05/18,03/05/18,04:05 PM,04:05 PM,FALSE,TRUE,03/05/18,12:05 PM,12:05 PM,FREE,BUSY
03/06/18,01:05 PM,01:05 PM,Astros at Nationals,FITTEAM Ballpark of the Palm Beaches - West Palm Beach,"Local TV: MASN",03/06/18,03/06/18,04:05 PM,04:05 PM,FALSE,TRUE,03/06/18,12:05 PM,12:05 PM,FREE,BUSY
03/07/18,01:05 PM,01:05 PM,Nationals at Cardinals,Roger Dean Stadium - Jupiter,"",03/07/18,03/07/18,04:05 PM,04:05 PM,FALSE,TRUE,03/07/18,12:05 PM,12:05 PM,FREE,BUSY
03/08/18,01:05 PM,01:05 PM,Mets at Nationals,FITTEAM Ballpark of the Palm Beaches - West Palm Beach,"",03/08/18,03/08/18,04:05 PM,04:05 PM,FALSE,TRUE,03/08/18,12:05 PM,12:05 PM,FREE,BUSY
03/10/18,01:05 PM,01:05 PM,Nationals at Astros,FITTEAM Ballpark of the Palm Beaches - West Palm Beach,"Local Radio: 106.7 The Fan- WJFK 1580 AM",03/10/18,03/10/18,04:05 PM,04:05 PM,FALSE,TRUE,03/10/18,12:05 PM,12:05 PM,FREE,BUSY
03/11/18,01:05 PM,01:05 PM,Cardinals at Nationals,FITTEAM Ballpark of the Palm Beaches - West Palm Beach,"Local TV: MASN ----- Local Radio: 106.7 The Fan",03/11/18,03/11/18,04:05 PM,04:05 PM,FALSE,TRUE,03/11/18,12:05 PM,12:05 PM,FREE,BUSY
03/12/18,01:05 PM,01:05 PM,Nationals at Tigers,Publix Field at Joker Marchant Stadium - Lakeland,"Local TV: MLBN",03/12/18,03/12/18,04:05 PM,04:05 PM,FALSE,TRUE,03/12/18,12:05 PM,12:05 PM,FREE,BUSY
